"contig.name";"ssr.no";"ssr.type";"ssr.seq";"ssr.size";"ssr.start";"ssr.end";"MatchID";"contig.length";"geneID";"goTerm";"cellular.components";"biological.processes";"molecular.functions";"keywords"
"AgU008391_v1.1";"1";"p2";"(CA)20";"40";338;377;"AgU008391";957;"TNR1A_HUMAN";"GO:0009986 // GO:0005576 // GO:0005615 // GO:0000139 // GO:0005887 // GO:0045121 // GO:0005739 // GO:0005886 // GO:0043235 // GO:0043120 // GO:0005031 // GO:0007166 // GO:0071260 // GO:0019221 // GO:0071550 // GO:0042742 // GO:0090002 // GO:0008625 // GO:0007249 // GO:0006955 // GO:0006954 // GO:0008630 // GO:0007275 // GO:0050728 // GO:2000304 // GO:0043123 // GO:0050729 // GO:0045944 // GO:0042511 // GO:0006693 // GO:0042981 // GO:0042127 // GO:1903140 // GO:0010803 // GO:0032496 // GO:0033209 // GO:0016032";"cell surface receptor signaling pathway (GO:0007166);cellular response to mechanical stimulus (GO:0071260);cytokine-mediated signaling pathway (GO:0019221);death-inducing signaling complex assembly (GO:0071550);defense response to bacterium (GO:0042742);establishment of protein localization to plasma membrane (GO:0090002);extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625);I-kappaB kinase/NF-kappaB signaling (GO:0007249);immune response (GO:0006955);inflammatory response (GO:0006954);intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630);multicellular organismal development (GO:0007275);negative regulation of inflammatory response (GO:0050728);positive regulation of ceramide biosynthetic process (GO:2000304);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of inflammatory response (GO:0050729);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of tyrosine phosphorylation of Stat1 protein (GO:0042511);prostaglandin metabolic process (GO:0006693);regulation of apoptotic process (GO:0042981);regulation of cell proliferation (GO:0042127);regulation of establishment of endothelial barrier (GO:1903140);regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803);response to lipopolysaccharide (GO:0032496);tumor necrosis factor-mediated signaling pathway (GO:0033209);viral process (GO:0016032);";"tumor necrosis factor binding (GO:0043120);tumor necrosis factor-activated receptor activity (GO:0005031);";"cell surface (GO:0009986);extracellular region (GO:0005576);extracellular space (GO:0005615);Golgi membrane (GO:0000139);integral component of plasma membrane (GO:0005887);membrane raft (GO:0045121);mitochondrion (GO:0005739);plasma membrane (GO:0005886);receptor complex (GO:0043235);";"3D-structure;Alternative splicing;Amyloidosis;Apoptosis;Cell membrane;Cleavage on pair of basic residues;Complete proteome;Direct protein sequencing;Disease mutation;Disulfide bond;Glycoprotein;Golgi apparatus;Host-virus interaction;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU009399_v1.1";"1";"p2";"(CA)5";"10";665;674;"AgU009399";888;"UFO_MOUSE";"GO:0009986 // GO:0070062 // GO:0005615 // GO:0044228 // GO:0016021 // GO:0005622 // GO:0005886 // GO:0005524 // GO:0001786 // GO:0046982 // GO:0004713 // GO:0004714 // GO:0043277 // GO:0001974 // GO:0048469 // GO:0031668 // GO:0035457 // GO:0071222 // GO:0097028 // GO:0007167 // GO:0034101 // GO:0021885 // GO:0006954 // GO:0045087 // GO:0001779 // GO:0043066 // GO:2000669 // GO:0032689 // GO:0051250 // GO:0043524 // GO:0032720 // GO:0001764 // GO:0042698 // GO:0018108 // GO:0006909 // GO:0030168 // GO:0001961 // GO:0032825 // GO:0048549 // GO:0051897 // GO:0043491 // GO:0032940 // GO:0007283 // GO:0034446 // GO:0060068 // GO:0046718";"apoptotic cell clearance (GO:0043277);blood vessel remodeling (GO:0001974);cell maturation (GO:0048469);cellular response to extracellular stimulus (GO:0031668);cellular response to interferon-alpha (GO:0035457);cellular response to lipopolysaccharide (GO:0071222);dendritic cell differentiation (GO:0097028);enzyme linked receptor protein signaling pathway (GO:0007167);erythrocyte homeostasis (GO:0034101);forebrain cell migration (GO:0021885);inflammatory response (GO:0006954);innate immune response (GO:0045087);natural killer cell differentiation (GO:0001779);negative regulation of apoptotic process (GO:0043066);negative regulation of dendritic cell apoptotic process (GO:2000669);negative regulation of interferon-gamma production (GO:0032689);negative regulation of lymphocyte activation (GO:0051250);negative regulation of neuron apoptotic process (GO:0043524);negative regulation of tumor necrosis factor production (GO:0032720);neuron migration (GO:0001764);ovulation cycle (GO:0042698);peptidyl-tyrosine phosphorylation (GO:0018108);phagocytosis (GO:0006909);platelet activation (GO:0030168);positive regulation of cytokine-mediated signaling pathway (GO:0001961);positive regulation of natural killer cell differentiation (GO:0032825);positive regulation of pinocytosis (GO:0048549);positive regulation of protein kinase B signaling (GO:0051897);protein kinase B signaling (GO:0043491);secretion by cell (GO:0032940);spermatogenesis (GO:0007283);substrate adhesion-dependent cell spreading (GO:0034446);vagina development (GO:0060068);viral entry into host cell (GO:0046718);";"ATP binding (GO:0005524);phosphatidylserine binding (GO:0001786);protein heterodimerization activity (GO:0046982);protein tyrosine kinase activity (GO:0004713);transmembrane receptor protein tyrosine kinase activity (GO:0004714);";"cell surface (GO:0009986);extracellular exosome (GO:0070062);extracellular space (GO:0005615);host cell surface (GO:0044228);integral component of membrane (GO:0016021);intracellular (GO:0005622);plasma membrane (GO:0005886);";"ATP-binding;Cell membrane;Complete proteome;Differentiation;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Innate immunity;Kinase;Membrane;Nucleotide-binding;Oncogene;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase;Ubl conjugation.;"
"AgU009504_v1.1";"1";"p3";"(TGC)5";"15";440;454;"AgU009504";879;"EP300_HUMAN";"GO:0000785 // GO:0005737 // GO:0000123 // GO:0005654 // GO:0005634 // GO:0032993 // GO:0005667 // GO:0016407 // GO:0033613 // GO:0050681 // GO:0003823 // GO:0008013 // GO:0003682 // GO:0031490 // GO:0001047 // GO:0003684 // GO:0003677 // GO:0004402 // GO:0004468 // GO:0035257 // GO:0097157 // GO:0008022 // GO:0001102 // GO:0000978 // GO:0000979 // GO:0003713 // GO:0008134 // GO:0001228 // GO:0016746 // GO:0008270 // GO:0006915 // GO:0030183 // GO:0071320 // GO:0071549 // GO:0035690 // GO:0071333 // GO:0034605 // GO:0070301 // GO:0071456 // GO:0071389 // GO:1990090 // GO:0071300 // GO:0035984 // GO:0034644 // GO:0006325 // GO:0007623 // GO:0048565 // GO:0006281 // GO:0045444 // GO:0000086 // GO:0007507 // GO:0043969 // GO:0043966 // GO:0043967 // GO:0045087 // GO:0018393 // GO:0006475 // GO:0042771 // GO:0001889 // GO:0030324 // GO:0035855 // GO:0007613 // GO:0000278 // GO:0018076 // GO:0043154 // GO:2000629 // GO:0000122 // GO:0007399 // GO:0007219 // GO:0006289 // GO:0009887 // GO:0030220 // GO:0043923 // GO:0045773 // GO:0010942 // GO:0045793 // GO:0032967 // GO:0043388 // GO:0010560 // GO:0035066 // GO:0014737 // GO:0032092 // GO:0033160 // GO:0001934 // GO:0050714 // GO:0045862 // GO:0060298 // GO:0051091 // GO:0045944 // GO:0006990 // GO:0045727 // GO:0032481 // GO:0006473 // GO:0043491 // GO:0050821 // GO:0065004 // GO:0060765 // GO:0060177 // GO:0051726 // GO:1900034 // GO:0061418 // GO:0006355 // GO:0090043 // GO:0051592 // GO:0032025 // GO:0043627 // GO:0045471 // GO:0070542 // GO:0001666 // GO:0034612 // GO:0007519 // GO:0001756 // GO:0002223 // GO:0006283 // GO:0016032";"apoptotic process (GO:0006915);B cell differentiation (GO:0030183);cellular response to cAMP (GO:0071320);cellular response to dexamethasone stimulus (GO:0071549);cellular response to drug (GO:0035690);cellular response to glucose stimulus (GO:0071333);cellular response to heat (GO:0034605);cellular response to hydrogen peroxide (GO:0070301);cellular response to hypoxia (GO:0071456);cellular response to mineralocorticoid stimulus (GO:0071389);cellular response to nerve growth factor stimulus (GO:1990090);cellular response to retinoic acid (GO:0071300);cellular response to trichostatin A (GO:0035984);cellular response to UV (GO:0034644);chromatin organization (GO:0006325);circadian rhythm (GO:0007623);digestive tract development (GO:0048565);DNA repair (GO:0006281);fat cell differentiation (GO:0045444);G2/M transition of mitotic cell cycle (GO:0000086);heart development (GO:0007507);histone H2B acetylation (GO:0043969);histone H3 acetylation (GO:0043966);histone H4 acetylation (GO:0043967);innate immune response (GO:0045087);internal peptidyl-lysine acetylation (GO:0018393);internal protein amino acid acetylation (GO:0006475);intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771);liver development (GO:0001889);lung development (GO:0030324);megakaryocyte development (GO:0035855);memory (GO:0007613);mitotic cell cycle (GO:0000278);N-terminal peptidyl-lysine acetylation (GO:0018076);negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154);negative regulation of miRNA metabolic process (GO:2000629);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);nervous system development (GO:0007399);Notch signaling pathway (GO:0007219);nucleotide-excision repair (GO:0006289);organ morphogenesis (GO:0009887);platelet formation (GO:0030220);positive regulation by host of viral transcription (GO:0043923);positive regulation of axon extension (GO:0045773);positive regulation of cell death (GO:0010942);positive regulation of cell size (GO:0045793);positive regulation of collagen biosynthetic process (GO:0032967);positive regulation of DNA binding (GO:0043388);positive regulation of glycoprotein biosynthetic process (GO:0010560);positive regulation of histone acetylation (GO:0035066);positive regulation of muscle atrophy (GO:0014737);positive regulation of protein binding (GO:0032092);positive regulation of protein import into nucleus, translocation (GO:0033160);positive regulation of protein phosphorylation (GO:0001934);positive regulation of protein secretion (GO:0050714);positive regulation of proteolysis (GO:0045862);positive regulation of sarcomere organization (GO:0060298);positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response (GO:0006990);positive regulation of translation (GO:0045727);positive regulation of type I interferon production (GO:0032481);protein acetylation (GO:0006473);protein kinase B signaling (GO:0043491);protein stabilization (GO:0050821);protein-DNA complex assembly (GO:0065004);regulation of androgen receptor signaling pathway (GO:0060765);regulation of angiotensin metabolic process (GO:0060177);regulation of cell cycle (GO:0051726);regulation of cellular response to heat (GO:1900034);regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418);regulation of transcription, DNA-templated (GO:0006355);regulation of tubulin deacetylation (GO:0090043);response to calcium ion (GO:0051592);response to cobalt ion (GO:0032025);response to estrogen (GO:0043627);response to ethanol (GO:0045471);response to fatty acid (GO:0070542);response to hypoxia (GO:0001666);response to tumor necrosis factor (GO:0034612);skeletal muscle tissue development (GO:0007519);somitogenesis (GO:0001756);stimulatory C-type lectin receptor signaling pathway (GO:0002223);transcription-coupled nucleotide-excision repair (GO:0006283);viral process (GO:0016032);";"acetyltransferase activity (GO:0016407);activating transcription factor binding (GO:0033613);androgen receptor binding (GO:0050681);antigen binding (GO:0003823);beta-catenin binding (GO:0008013);chromatin binding (GO:0003682);chromatin DNA binding (GO:0031490);core promoter binding (GO:0001047);damaged DNA binding (GO:0003684);DNA binding (GO:0003677);histone acetyltransferase activity (GO:0004402);lysine N-acetyltransferase activity, acting on acetyl phosphate as donor (GO:0004468);nuclear hormone receptor binding (GO:0035257);pre-mRNA intronic binding (GO:0097157);protein C-terminus binding (GO:0008022);RNA polymerase II activating transcription factor binding (GO:0001102);RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978);RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979);transcription coactivator activity (GO:0003713);transcription factor binding (GO:0008134);transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228);transferase activity, transferring acyl groups (GO:0016746);zinc ion binding (GO:0008270);";"chromatin (GO:0000785);cytoplasm (GO:0005737);histone acetyltransferase complex (GO:0000123);nucleoplasm (GO:0005654);nucleus (GO:0005634);protein-DNA complex (GO:0032993);transcription factor complex (GO:0005667);";"3D-structure;Acetylation;Acyltransferase;Biological rhythms;Bromodomain;Cell cycle;Chromosomal rearrangement;Citrullination;Complete proteome;Cytoplasm;Direct protein sequencing;Disease mutation;Host-virus interaction;Isopeptide bond;Metal-binding;Methylation;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transcription;Transcription regulation;Transferase;Ubl conjugation;Zinc;Zinc-finger.;"
"AgU009791_v1.1";"1";"p2";"(AT)5";"10";127;136;"AgU009791";859;"Q7Z5E4_HUMAN";"No_GOcodes";"No_GOBP";"No_GOMF";"No_GOCC";"No_keywords"
"AgU010008_v1.1";"1";"p2";"(CA)8";"16";318;333;"AgU010008";850;"STA5A_HUMAN";"GO:0005737 // GO:0005829 // GO:0005654 // GO:0000979 // GO:0004871 // GO:0003700 // GO:0006103 // GO:0000255 // GO:0097011 // GO:0006101 // GO:0006600 // GO:0046449 // GO:0046543 // GO:0046544 // GO:0060742 // GO:0006631 // GO:0007565 // GO:0006549 // GO:0007259 // GO:0060397 // GO:0007595 // GO:0019915 // GO:0001553 // GO:0061180 // GO:0001779 // GO:0045647 // GO:0033026 // GO:0006107 // GO:0018108 // GO:0048541 // GO:0042104 // GO:0045579 // GO:0045588 // GO:0050729 // GO:0045086 // GO:0060376 // GO:0070668 // GO:0045931 // GO:0040018 // GO:0032825 // GO:0045954 // GO:0045944 // GO:0038161 // GO:0060740 // GO:0030856 // GO:0040014 // GO:0019218 // GO:0006357 // GO:0006105 // GO:0033077 // GO:0043029 // GO:0019530 // GO:0006351 // GO:0006573";"2-oxoglutarate metabolic process (GO:0006103);allantoin metabolic process (GO:0000255);cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011);citrate metabolic process (GO:0006101);creatine metabolic process (GO:0006600);creatinine metabolic process (GO:0046449);development of secondary female sexual characteristics (GO:0046543);development of secondary male sexual characteristics (GO:0046544);epithelial cell differentiation involved in prostate gland development (GO:0060742);fatty acid metabolic process (GO:0006631);female pregnancy (GO:0007565);isoleucine metabolic process (GO:0006549);JAK-STAT cascade (GO:0007259);JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397);lactation (GO:0007595);lipid storage (GO:0019915);luteinization (GO:0001553);mammary gland epithelium development (GO:0061180);natural killer cell differentiation (GO:0001779);negative regulation of erythrocyte differentiation (GO:0045647);negative regulation of mast cell apoptotic process (GO:0033026);oxaloacetate metabolic process (GO:0006107);peptidyl-tyrosine phosphorylation (GO:0018108);Peyer's patch development (GO:0048541);positive regulation of activated T cell proliferation (GO:0042104);positive regulation of B cell differentiation (GO:0045579);positive regulation of gamma-delta T cell differentiation (GO:0045588);positive regulation of inflammatory response (GO:0050729);positive regulation of interleukin-2 biosynthetic process (GO:0045086);positive regulation of mast cell differentiation (GO:0060376);positive regulation of mast cell proliferation (GO:0070668);positive regulation of mitotic cell cycle (GO:0045931);positive regulation of multicellular organism growth (GO:0040018);positive regulation of natural killer cell differentiation (GO:0032825);positive regulation of natural killer cell mediated cytotoxicity (GO:0045954);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);prolactin signaling pathway (GO:0038161);prostate gland epithelium morphogenesis (GO:0060740);regulation of epithelial cell differentiation (GO:0030856);regulation of multicellular organism growth (GO:0040014);regulation of steroid metabolic process (GO:0019218);regulation of transcription from RNA polymerase II promoter (GO:0006357);succinate metabolic process (GO:0006105);T cell differentiation in thymus (GO:0033077);T cell homeostasis (GO:0043029);taurine metabolic process (GO:0019530);transcription, DNA-templated (GO:0006351);valine metabolic process (GO:0006573);";"RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979);signal transducer activity (GO:0004871);transcription factor activity, sequence-specific DNA binding (GO:0003700);";"cytoplasm (GO:0005737);cytosol (GO:0005829);nucleoplasm (GO:0005654);";"Activator;Alternative splicing;Complete proteome;Cytoplasm;DNA-binding;Lactation;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;SH2 domain;Transcription;Transcription regulation;Ubl conjugation.;"
"AgU010547_v1.1";"1";"p2";"(AT)6";"12";455;466;"AgU010547";818;"WASL_MOUSE";"GO:0030478 // GO:0005737 // GO:0016023 // GO:0005829 // GO:0070062 // GO:0000139 // GO:0030027 // GO:0005634 // GO:0030036 // GO:0045010 // GO:0051301 // GO:0034629 // GO:0006900 // GO:0007067 // GO:2000402 // GO:1903526 // GO:2000370 // GO:0051491 // GO:0032880 // GO:0006355 // GO:0009617 // GO:0051653 // GO:0006351 // GO:0016050 // GO:0030050";"actin cytoskeleton organization (GO:0030036);actin nucleation (GO:0045010);cell division (GO:0051301);cellular protein complex localization (GO:0034629);membrane budding (GO:0006900);mitotic nuclear division (GO:0007067);negative regulation of lymphocyte migration (GO:2000402);negative regulation of membrane tubulation (GO:1903526);positive regulation of clathrin-mediated endocytosis (GO:2000370);positive regulation of filopodium assembly (GO:0051491);regulation of protein localization (GO:0032880);regulation of transcription, DNA-templated (GO:0006355);response to bacterium (GO:0009617);spindle localization (GO:0051653);transcription, DNA-templated (GO:0006351);vesicle organization (GO:0016050);vesicle transport along actin filament (GO:0030050);";"No_GOMF";"actin cap (GO:0030478);cytoplasm (GO:0005737);cytoplasmic membrane-bounded vesicle (GO:0016023);cytosol (GO:0005829);extracellular exosome (GO:0070062);Golgi membrane (GO:0000139);lamellipodium (GO:0030027);nucleus (GO:0005634);";"3D-structure;Acetylation;Actin-binding;Cell cycle;Cell division;Complete proteome;Cytoplasm;Cytoskeleton;Mitosis;Nucleus;Phosphoprotein;Reference proteome;Repeat;Transcription;Transcription regulation.;"
"AgU010559_v1.1";"1";"p2";"(AT)6";"12";250;261;"AgU010559";821;"CCL20_BOVIN";"GO:0005615 // GO:0048020 // GO:0008009 // GO:0071346 // GO:0071347 // GO:0071356 // GO:0070098 // GO:0007186 // GO:0006954 // GO:0048247 // GO:0002548 // GO:0030593 // GO:0070374 // GO:0043547 // GO:2000406";"cellular response to interferon-gamma (GO:0071346);cellular response to interleukin-1 (GO:0071347);cellular response to tumor necrosis factor (GO:0071356);chemokine-mediated signaling pathway (GO:0070098);G-protein coupled receptor signaling pathway (GO:0007186);inflammatory response (GO:0006954);lymphocyte chemotaxis (GO:0048247);monocyte chemotaxis (GO:0002548);neutrophil chemotaxis (GO:0030593);positive regulation of ERK1 and ERK2 cascade (GO:0070374);positive regulation of GTPase activity (GO:0043547);positive regulation of T cell migration (GO:2000406);";"CCR chemokine receptor binding (GO:0048020);chemokine activity (GO:0008009);";"extracellular space (GO:0005615);";"Chemotaxis;Complete proteome;Cytokine;Disulfide bond;Inflammatory response;Reference proteome;Secreted;Signal.;"
"AgU010620_v1.1";"1";"p2";"(TG)5";"10";309;318;"AgU010620";819;"AACS_RAT";"GO:0005829 // GO:0030729 // GO:0005524 // GO:0047760 // GO:0060612 // GO:0071397 // GO:0071333 // GO:0071394 // GO:0006631 // GO:0001889 // GO:0032024 // GO:0042493 // GO:0045471 // GO:0007584 // GO:0034201 // GO:0014070 // GO:0010243 // GO:0014074 // GO:0042594 // GO:0050872";"adipose tissue development (GO:0060612);cellular response to cholesterol (GO:0071397);cellular response to glucose stimulus (GO:0071333);cellular response to testosterone stimulus (GO:0071394);fatty acid metabolic process (GO:0006631);liver development (GO:0001889);positive regulation of insulin secretion (GO:0032024);response to drug (GO:0042493);response to ethanol (GO:0045471);response to nutrient (GO:0007584);response to oleic acid (GO:0034201);response to organic cyclic compound (GO:0014070);response to organonitrogen compound (GO:0010243);response to purine-containing compound (GO:0014074);response to starvation (GO:0042594);white fat cell differentiation (GO:0050872);";"acetoacetate-CoA ligase activity (GO:0030729);ATP binding (GO:0005524);butyrate-CoA ligase activity (GO:0047760);";"cytosol (GO:0005829);";"ATP-binding;Complete proteome;Cytoplasm;Direct protein sequencing;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome.;"
"AgU011733_v1.1";"1";"p2";"(CA)5";"10";418;427;"AgU011733";762;"UB2L6_HUMAN";"GO:0005829 // GO:0005654 // GO:0042296 // GO:0004842 // GO:0006464 // GO:0019221 // GO:0006281 // GO:0045087 // GO:0032020 // GO:0019941 // GO:0032480 // GO:0019985";"cellular protein modification process (GO:0006464);cytokine-mediated signaling pathway (GO:0019221);DNA repair (GO:0006281);innate immune response (GO:0045087);ISG15-protein conjugation (GO:0032020);modification-dependent protein catabolic process (GO:0019941);negative regulation of type I interferon production (GO:0032480);translesion synthesis (GO:0019985);";"ISG15 transferase activity (GO:0042296);ubiquitin-protein transferase activity (GO:0004842);";"cytosol (GO:0005829);nucleoplasm (GO:0005654);";"3D-structure;Alternative splicing;Complete proteome;Direct protein sequencing;Reference proteome;Transferase;Ubl conjugation;Ubl conjugation pathway.;"
"AgU011784_v1.1";"1";"p2";"(GC)5";"10";419;428;"AgU011784";760;"ZN580_MOUSE";"GO:0005634 // GO:0046872 // GO:0000977 // GO:0070301 // GO:0006935 // GO:0006954 // GO:0051272 // GO:0010595 // GO:0001938 // GO:0010628 // GO:0032757 // GO:0002690 // GO:0006357 // GO:0006351";"cellular response to hydrogen peroxide (GO:0070301);chemotaxis (GO:0006935);inflammatory response (GO:0006954);positive regulation of cellular component movement (GO:0051272);positive regulation of endothelial cell migration (GO:0010595);positive regulation of endothelial cell proliferation (GO:0001938);positive regulation of gene expression (GO:0010628);positive regulation of interleukin-8 production (GO:0032757);positive regulation of leukocyte chemotaxis (GO:0002690);regulation of transcription from RNA polymerase II promoter (GO:0006357);transcription, DNA-templated (GO:0006351);";"metal ion binding (GO:0046872);RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977);";"nucleus (GO:0005634);";"Chemotaxis;Complete proteome;DNA-binding;Inflammatory response;Metal-binding;Nucleus;Reference proteome;Repeat;Transcription;Transcription regulation;Zinc;Zinc-finger.;"
"AgU013299_v1.1";"1";"p2";"(AC)5";"10";546;555;"AgU013299";694;"RN125_MACFA";"GO:0016874 // GO:0008270 // GO:0002250 // GO:0016567";"adaptive immune response (GO:0002250);protein ubiquitination (GO:0016567);";"ligase activity (GO:0016874);zinc ion binding (GO:0008270);";"No_GOCC";"Adaptive immunity;Immunity;Ligase;Lipoprotein;Metal-binding;Myristate;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU013484_v1.1";"1";"p2";"(TC)5";"10";389;398;"AgU013484";686;"DYHC1_HUMAN";"GO:0005813 // GO:0005868 // GO:0005829 // GO:0070062 // GO:0030175 // GO:0016020 // GO:0005874 // GO:0005524 // GO:0016887 // GO:0003777 // GO:0044822 // GO:0019886 // GO:0033962 // GO:0051293 // GO:0000086 // GO:0007018 // GO:0000278 // GO:0007052 // GO:0006996 // GO:0034063 // GO:0006810";"antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886);cytoplasmic mRNA processing body assembly (GO:0033962);establishment of spindle localization (GO:0051293);G2/M transition of mitotic cell cycle (GO:0000086);microtubule-based movement (GO:0007018);mitotic cell cycle (GO:0000278);mitotic spindle organization (GO:0007052);organelle organization (GO:0006996);stress granule assembly (GO:0034063);transport (GO:0006810);";"ATP binding (GO:0005524);ATPase activity (GO:0016887);microtubule motor activity (GO:0003777);poly(A) RNA binding (GO:0044822);";"centrosome (GO:0005813);cytoplasmic dynein complex (GO:0005868);cytosol (GO:0005829);extracellular exosome (GO:0070062);filopodium (GO:0030175);membrane (GO:0016020);microtubule (GO:0005874);";"3D-structure;Acetylation;ATP-binding;Charcot-Marie-Tooth disease;Coiled coil;Complete proteome;Cytoplasm;Cytoskeleton;Disease mutation;Dynein;Mental retardation;Microtubule;Motor protein;Neurodegeneration;Neuropathy;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transport.;"
"AgU013617_v1.1";"1";"p2";"(TC)5";"10";295;304;"AgU013617";680;"MARH7_HUMAN";"GO:0016874 // GO:0008270 // GO:0042130 // GO:0016567 // GO:0002643";"negative regulation of T cell proliferation (GO:0042130);protein ubiquitination (GO:0016567);regulation of tolerance induction (GO:0002643);";"ligase activity (GO:0016874);zinc ion binding (GO:0008270);";"No_GOCC";"Acetylation;Alternative splicing;Complete proteome;Ligase;Metal-binding;Phosphoprotein;Polymorphism;Reference proteome;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU013753_v1.1";"1";"p3";"(TTC)5";"15";484;498;"AgU013753";675;"MYH10_MOUSE";"GO:0015629 // GO:0042641 // GO:0030424 // GO:0005903 // GO:0005938 // GO:0032154 // GO:0005737 // GO:0005829 // GO:0043197 // GO:0070062 // GO:0030426 // GO:0030027 // GO:0030496 // GO:0005739 // GO:0016459 // GO:0016460 // GO:0097513 // GO:0043005 // GO:0043025 // GO:0005634 // GO:0001725 // GO:0051015 // GO:0030898 // GO:0043531 // GO:0005524 // GO:0000146 // GO:0030036 // GO:0030048 // GO:0031032 // GO:0007512 // GO:0035904 // GO:0007411 // GO:0007409 // GO:0007420 // GO:0055003 // GO:0003279 // GO:0007155 // GO:0008283 // GO:0021680 // GO:0060976 // GO:0006887 // GO:0021592 // GO:0007507 // GO:0001701 // GO:0021670 // GO:0000281 // GO:0030239 // GO:0050885 // GO:0001764 // GO:0031175 // GO:0007097 // GO:0001778 // GO:0008360 // GO:0060041 // GO:0006930 // GO:0021678 // GO:0055015";"actin cytoskeleton organization (GO:0030036);actin filament-based movement (GO:0030048);actomyosin structure organization (GO:0031032);adult heart development (GO:0007512);aorta development (GO:0035904);axon guidance (GO:0007411);axonogenesis (GO:0007409);brain development (GO:0007420);cardiac myofibril assembly (GO:0055003);cardiac septum development (GO:0003279);cell adhesion (GO:0007155);cell proliferation (GO:0008283);cerebellar Purkinje cell layer development (GO:0021680);coronary vasculature development (GO:0060976);exocytosis (GO:0006887);fourth ventricle development (GO:0021592);heart development (GO:0007507);in utero embryonic development (GO:0001701);lateral ventricle development (GO:0021670);mitotic cytokinesis (GO:0000281);myofibril assembly (GO:0030239);neuromuscular process controlling balance (GO:0050885);neuron migration (GO:0001764);neuron projection development (GO:0031175);nuclear migration (GO:0007097);plasma membrane repair (GO:0001778);regulation of cell shape (GO:0008360);retina development in camera-type eye (GO:0060041);substrate-dependent cell migration, cell extension (GO:0006930);third ventricle development (GO:0021678);ventricular cardiac muscle cell development (GO:0055015);";"actin filament binding (GO:0051015);actin-dependent ATPase activity (GO:0030898);ADP binding (GO:0043531);ATP binding (GO:0005524);microfilament motor activity (GO:0000146);";"actin cytoskeleton (GO:0015629);actomyosin (GO:0042641);axon (GO:0030424);brush border (GO:0005903);cell cortex (GO:0005938);cleavage furrow (GO:0032154);cytoplasm (GO:0005737);cytosol (GO:0005829);dendritic spine (GO:0043197);extracellular exosome (GO:0070062);growth cone (GO:0030426);lamellipodium (GO:0030027);midbody (GO:0030496);mitochondrion (GO:0005739);myosin complex (GO:0016459);myosin II complex (GO:0016460);myosin II filament (GO:0097513);neuron projection (GO:0043005);neuronal cell body (GO:0043025);nucleus (GO:0005634);stress fiber (GO:0001725);";"Acetylation;Actin-binding;ATP-binding;Calmodulin-binding;Cell adhesion;Cell projection;Cell shape;Coiled coil;Complete proteome;Motor protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome.;"
"AgU013922_v1.1";"1";"p2";"(GT)5";"10";310;319;"AgU013922";669;"ICAM3_PANTR";"GO:0016021 // GO:0016337";"single organismal cell-cell adhesion (GO:0016337);";"No_GOMF";"integral component of membrane (GO:0016021);";"Cell adhesion;Complete proteome;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
